Cycle,Round,Bet,Bet Color,Rolls,Matches,Multiplier,Result,Loss Streak,Profit,Bankroll
4,34,5,RED,"['BLUE', 'BLUE', 'GREEN']",0,0,LOSE,1,-5,25525.0
4,35,15,YELLOW,"['GREEN', 'WHITE', 'PINK']",0,0,LOSE,2,-15,25510.0
4,36,35,BLUE,"['GREEN', 'RED', 'BLUE']",1,1,WIN x1,0,35,25545.0
4,37,5,WHITE,"['PINK', 'WHITE', 'PINK']",1,1,WIN x1,0,5,25550.0
4,38,5,RED,"['BLUE', 'YELLOW', 'PINK']",0,0,LOSE,1,-5,25545.0
4,39,15,YELLOW,"['RED', 'GREEN', 'RED']",0,0,LOSE,2,-15,25530.0
4,40,35,WHITE,"['WHITE', 'RED', 'BLUE']",1,1,WIN x1,0,35,25565.0
4,41,5,RED,"['GREEN', 'BLUE', 'WHITE']",0,0,LOSE,1,-5,25560.0
4,42,15,RED,"['GREEN', 'PINK', 'BLUE']",0,0,LOSE,2,-15,25545.0
4,43,35,RED,"['PINK', 'PINK', 'RED']",1,1,WIN x1,0,35,25580.0
4,44,5,WHITE,"['RED', 'BLUE', 'PINK']",0,0,LOSE,1,-5,25575.0
4,45,15,WHITE,"['BLUE', 'YELLOW', 'WHITE']",1,1,WIN x1,0,15,25590.0
4,46,5,BLUE,"['PINK', 'RED', 'RED']",0,0,LOSE,1,-5,25585.0
4,47,15,WHITE,"['RED', 'GREEN', 'WHITE']",1,1,WIN x1,0,15,25600.0
4,48,5,PINK,"['BLUE', 'WHITE', 'PINK']",1,1,WIN x1,0,5,25605.0
4,49,5,WHITE,"['BLUE', 'GREEN', 'YELLOW']",0,0,LOSE,1,-5,25600.0
4,50,15,RED,"['RED', 'PINK', 'WHITE']",1,1,WIN x1,0,15,25615.0
4,51,5,WHITE,"['BLUE', 'YELLOW', 'BLUE']",0,0,LOSE,1,-5,25610.0
4,52,15,YELLOW,"['RED', 'RED', 'GREEN']",0,0,LOSE,2,-15,25595.0
4,53,35,GREEN,"['GREEN', 'GREEN', 'YELLOW']",2,2,WIN x2 (2 matches),0,70,25665.0
4,54,5,YELLOW,"['BLUE', 'YELLOW', 'YELLOW']",2,2,WIN x2 (2 matches),0,10,25675.0
4,55,5,RED,"['WHITE', 'GREEN', 'BLUE']",0,0,LOSE,1,-5,25670.0
4,56,15,PINK,"['BLUE', 'YELLOW', 'PINK']",1,1,WIN x1,0,15,25685.0
4,57,5,BLUE,"['WHITE', 'GREEN', 'RED']",0,0,LOSE,1,-5,25680.0
4,58,15,BLUE,"['GREEN', 'PINK', 'GREEN']",0,0,LOSE,2,-15,25665.0
4,59,35,BLUE,"['PINK', 'PINK', 'GREEN']",0,0,LOSE,3,-35,25630.0
4,60,75,YELLOW,"['GREEN', 'GREEN', 'BLUE']",0,0,LOSE,4,-75,25555.0
4,61,155,BLUE,"['RED', 'WHITE', 'YELLOW']",0,0,LOSE,5,-155,25400.0
4,62,315,WHITE,"['RED', 'WHITE', 'RED']",1,1,WIN x1,0,315,25715.0
4,63,5,GREEN,"['GREEN', 'GREEN', 'YELLOW']",2,2,WIN x2 (2 matches),0,10,25725.0
4,64,5,YELLOW,"['WHITE', 'RED', 'WHITE']",0,0,LOSE,1,-5,25720.0
4,65,15,YELLOW,"['GREEN', 'BLUE', 'PINK']",0,0,LOSE,2,-15,25705.0
4,66,35,YELLOW,"['BLUE', 'RED', 'BLUE']",0,0,LOSE,3,-35,25670.0
4,67,75,BLUE,"['PINK', 'GREEN', 'GREEN']",0,0,LOSE,4,-75,25595.0
4,68,155,BLUE,"['YELLOW', 'GREEN', 'PINK']",0,0,LOSE,5,-155,25440.0
4,69,315,BLUE,"['GREEN', 'YELLOW', 'WHITE']",0,0,LOSE,6,-315,25125.0
4,70,635,GREEN,"['BLUE', 'BLUE', 'BLUE']",0,0,LOSE,7,-635,24490.0
4,71,1275,RED,"['WHITE', 'PINK', 'RED']",1,1,WIN x1,0,1275,25765.0
4,72,5,WHITE,"['YELLOW', 'RED', 'PINK']",0,0,LOSE,1,-5,25760.0
4,73,15,GREEN,"['PINK', 'YELLOW', 'RED']",0,0,LOSE,2,-15,25745.0
4,74,35,PINK,"['GREEN', 'RED', 'GREEN']",0,0,LOSE,3,-35,25710.0
4,75,75,GREEN,"['WHITE', 'PINK', 'YELLOW']",0,0,LOSE,4,-75,25635.0
4,76,155,WHITE,"['GREEN', 'WHITE', 'GREEN']",1,1,WIN x1,0,155,25790.0
4,77,5,YELLOW,"['PINK', 'WHITE', 'YELLOW']",1,1,WIN x1,0,5,25795.0
4,78,5,BLUE,"['BLUE', 'WHITE', 'YELLOW']",1,1,WIN x1,0,5,25800.0
4,79,5,PINK,"['YELLOW', 'BLUE', 'GREEN']",0,0,LOSE,1,-5,25795.0
4,80,15,PINK,"['RED', 'YELLOW', 'PINK']",1,1,WIN x1,0,15,25810.0
4,81,5,PINK,"['YELLOW', 'RED', 'GREEN']",0,0,LOSE,1,-5,25805.0
4,82,15,PINK,"['BLUE', 'GREEN', 'RED']",0,0,LOSE,2,-15,25790.0
4,83,35,WHITE,"['WHITE', 'YELLOW', 'WHITE']",2,2,WIN x2 (2 matches),0,70,25860.0
4,84,5,RED,"['PINK', 'GREEN', 'WHITE']",0,0,LOSE,1,-5,25855.0
4,85,15,RED,"['PINK', 'WHITE', 'GREEN']",0,0,LOSE,2,-15,25840.0
4,86,35,RED,"['GREEN', 'RED', 'YELLOW']",1,1,WIN x1,0,35,25875.0
4,87,5,PINK,"['PINK', 'PINK', 'WHITE']",2,2,WIN x2 (2 matches),0,10,25885.0
4,88,5,GREEN,"['YELLOW', 'WHITE', 'WHITE']",0,0,LOSE,1,-5,25880.0
4,89,15,YELLOW,"['RED', 'BLUE', 'GREEN']",0,0,LOSE,2,-15,25865.0
4,90,35,WHITE,"['WHITE', 'WHITE', 'BLUE']",2,2,WIN x2 (2 matches),0,70,25935.0
4,91,5,YELLOW,"['BLUE', 'BLUE', 'PINK']",0,0,LOSE,1,-5,25930.0
4,92,15,BLUE,"['GREEN', 'GREEN', 'YELLOW']",0,0,LOSE,2,-15,25915.0
4,93,35,BLUE,"['BLUE', 'WHITE', 'WHITE']",1,1,WIN x1,0,35,25950.0
4,94,5,GREEN,"['BLUE', 'BLUE', 'YELLOW']",0,0,LOSE,1,-5,25945.0
4,95,15,RED,"['WHITE', 'PINK', 'RED']",1,1,WIN x1,0,15,25960.0
4,96,5,RED,"['RED', 'RED', 'WHITE']",2,2,WIN x2 (2 matches),0,10,25970.0
4,97,5,PINK,"['RED', 'GREEN', 'GREEN']",0,0,LOSE,1,-5,25965.0
4,98,15,BLUE,"['YELLOW', 'YELLOW', 'BLUE']",1,1,WIN x1,0,15,25980.0
4,99,5,GREEN,"['WHITE', 'WHITE', 'WHITE']",0,0,LOSE,1,-5,25975.0
4,100,15,BLUE,"['GREEN', 'PINK', 'WHITE']",0,0,LOSE,2,-15,25960.0
5,1,35,PINK,"['BLUE', 'RED', 'GREEN']",0,0,LOSE,3,-35,25925.0
5,2,75,PINK,"['YELLOW', 'GREEN', 'WHITE']",0,0,LOSE,4,-75,25850.0
5,3,155,PINK,"['BLUE', 'GREEN', 'WHITE']",0,0,LOSE,5,-155,25695.0
5,4,315,BLUE,"['RED', 'PINK', 'PINK']",0,0,LOSE,6,-315,25380.0
5,5,635,GREEN,"['GREEN', 'BLUE', 'YELLOW']",1,1,WIN x1,0,635,26015.0
5,6,5,YELLOW,"['PINK', 'RED', 'BLUE']",0,0,LOSE,1,-5,26010.0
5,7,15,PINK,"['BLUE', 'PINK', 'BLUE']",1,1,WIN x1,0,15,26025.0
5,8,5,GREEN,"['PINK', 'BLUE', 'RED']",0,0,LOSE,1,-5,26020.0
5,9,15,RED,"['RED', 'BLUE', 'WHITE']",1,1,WIN x1,0,15,26035.0
5,10,5,PINK,"['PINK', 'PINK', 'YELLOW']",2,2,WIN x2 (2 matches),0,10,26045.0
5,11,5,WHITE,"['WHITE', 'RED', 'BLUE']",1,1,WIN x1,0,5,26050.0
5,12,5,BLUE,"['WHITE', 'YELLOW', 'GREEN']",0,0,LOSE,1,-5,26045.0
5,13,15,RED,"['BLUE', 'WHITE', 'PINK']",0,0,LOSE,2,-15,26030.0
5,14,35,RED,"['YELLOW', 'WHITE', 'PINK']",0,0,LOSE,3,-35,25995.0
5,15,75,YELLOW,"['BLUE', 'PINK', 'PINK']",0,0,LOSE,4,-75,25920.0
5,16,155,BLUE,"['GREEN', 'RED', 'GREEN']",0,0,LOSE,5,-155,25765.0
5,17,315,BLUE,"['GREEN', 'YELLOW', 'PINK']",0,0,LOSE,6,-315,25450.0
5,18,635,BLUE,"['RED', 'GREEN', 'PINK']",0,0,LOSE,7,-635,24815.0
5,19,1275,WHITE,"['BLUE', 'GREEN', 'RED']",0,0,LOSE,8,-1275,23540.0
5,20,2555,RED,"['YELLOW', 'PINK', 'YELLOW']",0,0,LOSE,9,-2555,20985.0
5,21,5115,YELLOW,"['RED', 'WHITE', 'WHITE']",0,0,LOSE,10,-5115,15870.0
5,22,5115,RED,"['PINK', 'RED', 'PINK']",1,1,WIN x1,0,5115,20985.0
5,23,5,RED,"['WHITE', 'PINK', 'PINK']",0,0,LOSE,1,-5,20980.0
5,24,15,BLUE,"['YELLOW', 'GREEN', 'GREEN']",0,0,LOSE,2,-15,20965.0
5,25,35,YELLOW,"['GREEN', 'RED', 'RED']",0,0,LOSE,3,-35,20930.0
5,26,75,RED,"['BLUE', 'BLUE', 'PINK']",0,0,LOSE,4,-75,20855.0
5,27,155,YELLOW,"['BLUE', 'YELLOW', 'RED']",1,1,WIN x1,0,155,21010.0
5,28,5,RED,"['YELLOW', 'WHITE', 'BLUE']",0,0,LOSE,1,-5,21005.0
5,29,15,WHITE,"['YELLOW', 'BLUE', 'BLUE']",0,0,LOSE,2,-15,20990.0
5,30,35,BLUE,"['BLUE', 'PINK', 'BLUE']",2,2,WIN x2 (2 matches),0,70,21060.0
5,31,5,PINK,"['WHITE', 'RED', 'RED']",0,0,LOSE,1,-5,21055.0
5,32,15,RED,"['YELLOW', 'WHITE', 'WHITE']",0,0,LOSE,2,-15,21040.0
5,33,35,PINK,"['GREEN', 'YELLOW', 'WHITE']",0,0,LOSE,3,-35,21005.0
5,34,75,YELLOW,"['BLUE', 'PINK', 'YELLOW']",1,1,WIN x1,0,75,21080.0
5,35,5,PINK,"['WHITE', 'WHITE', 'GREEN']",0,0,LOSE,1,-5,21075.0
5,36,15,PINK,"['WHITE', 'WHITE', 'BLUE']",0,0,LOSE,2,-15,21060.0
5,37,35,GREEN,"['YELLOW', 'PINK', 'PINK']",0,0,LOSE,3,-35,21025.0
5,38,75,RED,"['RED', 'PINK', 'RED']",2,2,WIN x2 (2 matches),0,150,21175.0
5,39,5,WHITE,"['GREEN', 'YELLOW', 'YELLOW']",0,0,LOSE,1,-5,21170.0
5,40,15,RED,"['RED', 'GREEN', 'BLUE']",1,1,WIN x1,0,15,21185.0
5,41,5,WHITE,"['WHITE', 'GREEN', 'RED']",1,1,WIN x1,0,5,21190.0
5,42,5,PINK,"['RED', 'GREEN', 'WHITE']",0,0,LOSE,1,-5,21185.0
5,43,15,BLUE,"['WHITE', 'YELLOW', 'BLUE']",1,1,WIN x1,0,15,21200.0
5,44,5,BLUE,"['WHITE', 'BLUE', 'GREEN']",1,1,WIN x1,0,5,21205.0
5,45,5,GREEN,"['RED', 'PINK', 'GREEN']",1,1,WIN x1,0,5,21210.0
5,46,5,RED,"['PINK', 'BLUE', 'GREEN']",0,0,LOSE,1,-5,21205.0
5,47,15,BLUE,"['GREEN', 'WHITE', 'RED']",0,0,LOSE,2,-15,21190.0
5,48,35,PINK,"['BLUE', 'BLUE', 'PINK']",1,1,WIN x1,0,35,21225.0
5,49,5,GREEN,"['PINK', 'RED', 'RED']",0,0,LOSE,1,-5,21220.0
5,50,15,WHITE,"['YELLOW', 'WHITE', 'YELLOW']",1,1,WIN x1,0,15,21235.0
5,51,5,PINK,"['RED', 'BLUE', 'PINK']",1,1,WIN x1,0,5,21240.0
5,52,5,WHITE,"['BLUE', 'PINK', 'RED']",0,0,LOSE,1,-5,21235.0
5,53,15,RED,"['PINK', 'PINK', 'YELLOW']",0,0,LOSE,2,-15,21220.0
5,54,35,WHITE,"['WHITE', 'PINK', 'WHITE']",2,2,WIN x2 (2 matches),0,70,21290.0
5,55,5,WHITE,"['YELLOW', 'YELLOW', 'GREEN']",0,0,LOSE,1,-5,21285.0
5,56,15,YELLOW,"['PINK', 'RED', 'GREEN']",0,0,LOSE,2,-15,21270.0
5,57,35,RED,"['RED', 'RED', 'PINK']",2,2,WIN x2 (2 matches),0,70,21340.0
5,58,5,PINK,"['PINK', 'WHITE', 'BLUE']",1,1,WIN x1,0,5,21345.0
5,59,5,GREEN,"['WHITE', 'PINK', 'WHITE']",0,0,LOSE,1,-5,21340.0
5,60,15,RED,"['RED', 'RED', 'RED']",3,2,WIN x2 (3 matches capped),0,30,21370.0
5,61,5,YELLOW,"['GREEN', 'GREEN', 'WHITE']",0,0,LOSE,1,-5,21365.0
5,62,15,RED,"['BLUE', 'BLUE', 'YELLOW']",0,0,LOSE,2,-15,21350.0
5,63,35,WHITE,"['RED', 'GREEN', 'RED']",0,0,LOSE,3,-35,21315.0
5,64,75,YELLOW,"['YELLOW', 'GREEN', 'BLUE']",1,1,WIN x1,0,75,21390.0
5,65,5,PINK,"['BLUE', 'BLUE', 'GREEN']",0,0,LOSE,1,-5,21385.0
5,66,15,GREEN,"['GREEN', 'WHITE', 'RED']",1,1,WIN x1,0,15,21400.0
5,67,5,PINK,"['PINK', 'WHITE', 'GREEN']",1,1,WIN x1,0,5,21405.0
5,68,5,BLUE,"['BLUE', 'PINK', 'GREEN']",1,1,WIN x1,0,5,21410.0
5,69,5,BLUE,"['WHITE', 'YELLOW', 'GREEN']",0,0,LOSE,1,-5,21405.0
5,70,15,YELLOW,"['PINK', 'PINK', 'RED']",0,0,LOSE,2,-15,21390.0
5,71,35,GREEN,"['YELLOW', 'PINK', 'BLUE']",0,0,LOSE,3,-35,21355.0
5,72,75,WHITE,"['PINK', 'GREEN', 'YELLOW']",0,0,LOSE,4,-75,21280.0
5,73,155,PINK,"['WHITE', 'YELLOW', 'YELLOW']",0,0,LOSE,5,-155,21125.0
5,74,315,YELLOW,"['BLUE', 'WHITE', 'RED']",0,0,LOSE,6,-315,20810.0
5,75,635,YELLOW,"['GREEN', 'YELLOW', 'GREEN']",1,1,WIN x1,0,635,21445.0
5,76,5,YELLOW,"['WHITE', 'WHITE', 'WHITE']",0,0,LOSE,1,-5,21440.0
5,77,15,PINK,"['YELLOW', 'GREEN', 'BLUE']",0,0,LOSE,2,-15,21425.0
5,78,35,WHITE,"['RED', 'YELLOW', 'GREEN']",0,0,LOSE,3,-35,21390.0
5,79,75,PINK,"['YELLOW', 'YELLOW', 'WHITE']",0,0,LOSE,4,-75,21315.0
5,80,155,YELLOW,"['WHITE', 'RED', 'GREEN']",0,0,LOSE,5,-155,21160.0
5,81,315,RED,"['WHITE', 'PINK', 'BLUE']",0,0,LOSE,6,-315,20845.0
5,82,635,YELLOW,"['BLUE', 'GREEN', 'WHITE']",0,0,LOSE,7,-635,20210.0
5,83,1275,BLUE,"['RED', 'GREEN', 'YELLOW']",0,0,LOSE,8,-1275,18935.0
5,84,2555,BLUE,"['PINK', 'YELLOW', 'WHITE']",0,0,LOSE,9,-2555,16380.0
5,85,5115,RED,"['YELLOW', 'PINK', 'BLUE']",0,0,LOSE,10,-5115,11265.0
5,86,5115,BLUE,"['BLUE', 'WHITE', 'GREEN']",1,1,WIN x1,0,5115,16380.0
5,87,5,PINK,"['BLUE', 'PINK', 'WHITE']",1,1,WIN x1,0,5,16385.0
5,88,5,WHITE,"['WHITE', 'GREEN', 'WHITE']",2,2,WIN x2 (2 matches),0,10,16395.0
5,89,5,RED,"['GREEN', 'YELLOW', 'WHITE']",0,0,LOSE,1,-5,16390.0
5,90,15,GREEN,"['RED', 'BLUE', 'BLUE']",0,0,LOSE,2,-15,16375.0
5,91,35,RED,"['PINK', 'YELLOW', 'YELLOW']",0,0,LOSE,3,-35,16340.0
5,92,75,YELLOW,"['WHITE', 'PINK', 'PINK']",0,0,LOSE,4,-75,16265.0
5,93,155,YELLOW,"['WHITE', 'YELLOW', 'RED']",1,1,WIN x1,0,155,16420.0
5,94,5,PINK,"['BLUE', 'BLUE', 'BLUE']",0,0,LOSE,1,-5,16415.0
5,95,15,GREEN,"['YELLOW', 'WHITE', 'PINK']",0,0,LOSE,2,-15,16400.0
5,96,35,WHITE,"['GREEN', 'WHITE', 'GREEN']",1,1,WIN x1,0,35,16435.0
5,97,5,GREEN,"['PINK', 'PINK', 'YELLOW']",0,0,LOSE,1,-5,16430.0
5,98,15,WHITE,"['BLUE', 'RED', 'BLUE']",0,0,LOSE,2,-15,16415.0
5,99,35,WHITE,"['YELLOW', 'GREEN', 'PINK']",0,0,LOSE,3,-35,16380.0
5,100,75,WHITE,"['WHITE', 'GREEN', 'YELLOW']",1,1,WIN x1,0,75,16455.0
6,1,5,YELLOW,"['GREEN', 'GREEN', 'RED']",0,0,LOSE,1,-5,16450.0
6,2,15,RED,"['WHITE', 'RED', 'PINK']",1,1,WIN x1,0,15,16465.0
6,3,5,BLUE,"['RED', 'WHITE', 'GREEN']",0,0,LOSE,1,-5,16460.0
6,4,15,PINK,"['BLUE', 'PINK', 'WHITE']",1,1,WIN x1,0,15,16475.0
6,5,5,YELLOW,"['BLUE', 'YELLOW', 'RED']",1,1,WIN x1,0,5,16480.0
6,6,5,BLUE,"['RED', 'WHITE', 'YELLOW']",0,0,LOSE,1,-5,16475.0
6,7,15,WHITE,"['PINK', 'PINK', 'YELLOW']",0,0,LOSE,2,-15,16460.0
6,8,35,YELLOW,"['YELLOW', 'GREEN', 'YELLOW']",2,2,WIN x2 (2 matches),0,70,16530.0
6,9,5,WHITE,"['YELLOW', 'YELLOW', 'WHITE']",1,1,WIN x1,0,5,16535.0
6,10,5,PINK,"['PINK', 'RED', 'WHITE']",1,1,WIN x1,0,5,16540.0
6,11,5,PINK,"['GREEN', 'PINK', 'YELLOW']",1,1,WIN x1,0,5,16545.0
6,12,5,BLUE,"['RED', 'PINK', 'WHITE']",0,0,LOSE,1,-5,16540.0
6,13,15,RED,"['YELLOW', 'BLUE', 'GREEN']",0,0,LOSE,2,-15,16525.0
6,14,35,BLUE,"['BLUE', 'BLUE', 'PINK']",2,2,WIN x2 (2 matches),0,70,16595.0
6,15,5,WHITE,"['RED', 'GREEN', 'PINK']",0,0,LOSE,1,-5,16590.0
6,16,15,RED,"['YELLOW', 'PINK', 'RED']",1,1,WIN x1,0,15,16605.0
6,17,5,YELLOW,"['PINK', 'WHITE', 'YELLOW']",1,1,WIN x1,0,5,16610.0
6,18,5,BLUE,"['WHITE', 'PINK', 'PINK']",0,0,LOSE,1,-5,16605.0
6,19,15,PINK,"['YELLOW', 'YELLOW', 'RED']",0,0,LOSE,2,-15,16590.0
6,20,35,RED,"['BLUE', 'PINK', 'PINK']",0,0,LOSE,3,-35,16555.0
6,21,75,PINK,"['WHITE', 'RED', 'WHITE']",0,0,LOSE,4,-75,16480.0
6,22,155,PINK,"['PINK', 'YELLOW', 'BLUE']",1,1,WIN x1,0,155,16635.0
6,23,5,YELLOW,"['WHITE', 'PINK', 'WHITE']",0,0,LOSE,1,-5,16630.0
6,24,15,YELLOW,"['WHITE', 'GREEN', 'YELLOW']",1,1,WIN x1,0,15,16645.0
6,25,5,BLUE,"['WHITE', 'BLUE', 'WHITE']",1,1,WIN x1,0,5,16650.0
6,26,5,GREEN,"['GREEN', 'WHITE', 'GREEN']",2,2,WIN x2 (2 matches),0,10,16660.0
6,27,5,WHITE,"['GREEN', 'YELLOW', 'BLUE']",0,0,LOSE,1,-5,16655.0
6,28,15,RED,"['PINK', 'BLUE', 'GREEN']",0,0,LOSE,2,-15,16640.0
6,29,35,PINK,"['BLUE', 'RED', 'PINK']",1,1,WIN x1,0,35,16675.0
6,30,5,WHITE,"['WHITE', 'RED', 'WHITE']",2,2,WIN x2 (2 matches),0,10,16685.0
6,31,5,YELLOW,"['PINK', 'BLUE', 'BLUE']",0,0,LOSE,1,-5,16680.0
6,32,15,PINK,"['RED', 'YELLOW', 'PINK']",1,1,WIN x1,0,15,16695.0
6,33,5,BLUE,"['PINK', 'BLUE', 'RED']",1,1,WIN x1,0,5,16700.0
6,34,5,BLUE,"['GREEN', 'WHITE', 'BLUE']",1,1,WIN x1,0,5,16705.0
6,35,5,RED,"['GREEN', 'RED', 'RED']",2,2,WIN x2 (2 matches),0,10,16715.0
6,36,5,YELLOW,"['RED', 'YELLOW', 'RED']",1,1,WIN x1,0,5,16720.0
6,37,5,WHITE,"['YELLOW', 'BLUE', 'RED']",0,0,LOSE,1,-5,16715.0
6,38,15,PINK,"['GREEN', 'GREEN', 'RED']",0,0,LOSE,2,-15,16700.0
6,39,35,YELLOW,"['WHITE', 'YELLOW', 'GREEN']",1,1,WIN x1,0,35,16735.0
6,40,5,GREEN,"['WHITE', 'YELLOW', 'GREEN']",1,1,WIN x1,0,5,16740.0
6,41,5,YELLOW,"['YELLOW', 'WHITE', 'BLUE']",1,1,WIN x1,0,5,16745.0
6,42,5,BLUE,"['GREEN', 'PINK', 'PINK']",0,0,LOSE,1,-5,16740.0
6,43,15,GREEN,"['GREEN', 'GREEN', 'YELLOW']",2,2,WIN x2 (2 matches),0,30,16770.0
6,44,5,YELLOW,"['GREEN', 'PINK', 'WHITE']",0,0,LOSE,1,-5,16765.0
6,45,15,RED,"['WHITE', 'YELLOW', 'BLUE']",0,0,LOSE,2,-15,16750.0
6,46,35,RED,"['RED', 'BLUE', 'WHITE']",1,1,WIN x1,0,35,16785.0
6,47,5,YELLOW,"['RED', 'BLUE', 'WHITE']",0,0,LOSE,1,-5,16780.0
6,48,15,YELLOW,"['YELLOW', 'WHITE', 'YELLOW']",2,2,WIN x2 (2 matches),0,30,16810.0
6,49,5,RED,"['PINK', 'PINK', 'RED']",1,1,WIN x1,0,5,16815.0
6,50,5,RED,"['RED', 'BLUE', 'BLUE']",1,1,WIN x1,0,5,16820.0
6,51,5,PINK,"['YELLOW', 'YELLOW', 'WHITE']",0,0,LOSE,1,-5,16815.0
6,52,15,YELLOW,"['RED', 'WHITE', 'BLUE']",0,0,LOSE,2,-15,16800.0
6,53,35,PINK,"['BLUE', 'WHITE', 'YELLOW']",0,0,LOSE,3,-35,16765.0
6,54,75,RED,"['RED', 'GREEN', 'BLUE']",1,1,WIN x1,0,75,16840.0
6,55,5,WHITE,"['BLUE', 'PINK', 'BLUE']",0,0,LOSE,1,-5,16835.0
6,56,15,GREEN,"['PINK', 'WHITE', 'PINK']",0,0,LOSE,2,-15,16820.0
6,57,35,YELLOW,"['WHITE', 'WHITE', 'GREEN']",0,0,LOSE,3,-35,16785.0
6,58,75,WHITE,"['PINK', 'WHITE', 'WHITE']",2,2,WIN x2 (2 matches),0,150,16935.0
6,59,5,YELLOW,"['YELLOW', 'PINK', 'RED']",1,1,WIN x1,0,5,16940.0
6,60,5,PINK,"['WHITE', 'GREEN', 'YELLOW']",0,0,LOSE,1,-5,16935.0
6,61,15,GREEN,"['PINK', 'GREEN', 'GREEN']",2,2,WIN x2 (2 matches),0,30,16965.0
6,62,5,GREEN,"['YELLOW', 'BLUE', 'YELLOW']",0,0,LOSE,1,-5,16960.0
6,63,15,YELLOW,"['WHITE', 'BLUE', 'PINK']",0,0,LOSE,2,-15,16945.0
6,64,35,BLUE,"['WHITE', 'PINK', 'BLUE']",1,1,WIN x1,0,35,16980.0
6,65,5,BLUE,"['WHITE', 'GREEN', 'YELLOW']",0,0,LOSE,1,-5,16975.0
6,66,15,RED,"['WHITE', 'YELLOW', 'PINK']",0,0,LOSE,2,-15,16960.0
6,67,35,RED,"['PINK', 'GREEN', 'BLUE']",0,0,LOSE,3,-35,16925.0
6,68,75,WHITE,"['YELLOW', 'BLUE', 'GREEN']",0,0,LOSE,4,-75,16850.0
6,69,155,WHITE,"['GREEN', 'WHITE', 'BLUE']",1,1,WIN x1,0,155,17005.0
6,70,5,PINK,"['RED', 'YELLOW', 'BLUE']",0,0,LOSE,1,-5,17000.0
6,71,15,PINK,"['YELLOW', 'BLUE', 'YELLOW']",0,0,LOSE,2,-15,16985.0
6,72,35,PINK,"['RED', 'GREEN', 'RED']",0,0,LOSE,3,-35,16950.0
6,73,75,WHITE,"['RED', 'WHITE', 'BLUE']",1,1,WIN x1,0,75,17025.0
6,74,5,YELLOW,"['PINK', 'YELLOW', 'YELLOW']",2,2,WIN x2 (2 matches),0,10,17035.0
6,75,5,WHITE,"['WHITE', 'RED', 'BLUE']",1,1,WIN x1,0,5,17040.0
6,76,5,GREEN,"['RED', 'BLUE', 'GREEN']",1,1,WIN x1,0,5,17045.0
6,77,5,PINK,"['YELLOW', 'GREEN', 'RED']",0,0,LOSE,1,-5,17040.0
6,78,15,GREEN,"['PINK', 'YELLOW', 'YELLOW']",0,0,LOSE,2,-15,17025.0
6,79,35,GREEN,"['GREEN', 'PINK', 'GREEN']",2,2,WIN x2 (2 matches),0,70,17095.0
6,80,5,WHITE,"['RED', 'GREEN', 'PINK']",0,0,LOSE,1,-5,17090.0
6,81,15,PINK,"['YELLOW', 'YELLOW', 'GREEN']",0,0,LOSE,2,-15,17075.0
6,82,35,RED,"['WHITE', 'BLUE', 'YELLOW']",0,0,LOSE,3,-35,17040.0
6,83,75,YELLOW,"['PINK', 'GREEN', 'YELLOW']",1,1,WIN x1,0,75,17115.0
6,84,5,YELLOW,"['BLUE', 'BLUE', 'RED']",0,0,LOSE,1,-5,17110.0
6,85,15,RED,"['BLUE', 'GREEN', 'GREEN']",0,0,LOSE,2,-15,17095.0
6,86,35,WHITE,"['RED', 'RED', 'PINK']",0,0,LOSE,3,-35,17060.0
6,87,75,RED,"['YELLOW', 'PINK', 'GREEN']",0,0,LOSE,4,-75,16985.0
6,88,155,WHITE,"['GREEN', 'GREEN', 'PINK']",0,0,LOSE,5,-155,16830.0
6,89,315,WHITE,"['YELLOW', 'PINK', 'YELLOW']",0,0,LOSE,6,-315,16515.0
6,90,635,RED,"['YELLOW', 'WHITE', 'PINK']",0,0,LOSE,7,-635,15880.0
6,91,1275,PINK,"['GREEN', 'PINK', 'GREEN']",1,1,WIN x1,0,1275,17155.0
6,92,5,BLUE,"['PINK', 'YELLOW', 'RED']",0,0,LOSE,1,-5,17150.0
6,93,15,WHITE,"['YELLOW', 'PINK', 'RED']",0,0,LOSE,2,-15,17135.0
6,94,35,WHITE,"['BLUE', 'YELLOW', 'RED']",0,0,LOSE,3,-35,17100.0
6,95,75,BLUE,"['PINK', 'WHITE', 'RED']",0,0,LOSE,4,-75,17025.0
6,96,155,RED,"['YELLOW', 'GREEN', 'WHITE']",0,0,LOSE,5,-155,16870.0
6,97,315,RED,"['WHITE', 'PINK', 'GREEN']",0,0,LOSE,6,-315,16555.0
6,98,635,PINK,"['PINK', 'RED', 'BLUE']",1,1,WIN x1,0,635,17190.0
6,99,5,BLUE,"['PINK', 'BLUE', 'RED']",1,1,WIN x1,0,5,17195.0
6,100,5,PINK,"['BLUE', 'BLUE', 'RED']",0,0,LOSE,1,-5,17190.0
7,1,15,GREEN,"['GREEN', 'YELLOW', 'GREEN']",2,2,WIN x2 (2 matches),0,30,17220.0
7,2,5,RED,"['PINK', 'YELLOW', 'GREEN']",0,0,LOSE,1,-5,17215.0
7,3,15,GREEN,"['BLUE', 'PINK', 'RED']",0,0,LOSE,2,-15,17200.0
7,4,35,RED,"['PINK', 'PINK', 'YELLOW']",0,0,LOSE,3,-35,17165.0
