Cycle,Round,Bet,Bet Color,Rolls,Matches,Multiplier,Result,Loss Streak,Profit,Bankroll
7,5,75,WHITE,"['PINK', 'YELLOW', 'BLUE']",0,0,LOSE,4,-75,17090.0
7,6,155,BLUE,"['BLUE', 'WHITE', 'RED']",1,1,WIN x1,0,155,17245.0
7,7,5,BLUE,"['PINK', 'YELLOW', 'PINK']",0,0,LOSE,1,-5,17240.0
7,8,15,PINK,"['YELLOW', 'YELLOW', 'GREEN']",0,0,LOSE,2,-15,17225.0
7,9,35,YELLOW,"['BLUE', 'GREEN', 'BLUE']",0,0,LOSE,3,-35,17190.0
7,10,75,YELLOW,"['GREEN', 'BLUE', 'YELLOW']",1,1,WIN x1,0,75,17265.0
7,11,5,WHITE,"['RED', 'YELLOW', 'GREEN']",0,0,LOSE,1,-5,17260.0
7,12,15,WHITE,"['RED', 'RED', 'WHITE']",1,1,WIN x1,0,15,17275.0
7,13,5,WHITE,"['BLUE', 'PINK', 'PINK']",0,0,LOSE,1,-5,17270.0
7,14,15,YELLOW,"['PINK', 'WHITE', 'PINK']",0,0,LOSE,2,-15,17255.0
7,15,35,YELLOW,"['GREEN', 'PINK', 'RED']",0,0,LOSE,3,-35,17220.0
7,16,75,PINK,"['RED', 'BLUE', 'RED']",0,0,LOSE,4,-75,17145.0
7,17,155,GREEN,"['PINK', 'PINK', 'WHITE']",0,0,LOSE,5,-155,16990.0
7,18,315,YELLOW,"['WHITE', 'YELLOW', 'WHITE']",1,1,WIN x1,0,315,17305.0
7,19,5,RED,"['BLUE', 'RED', 'RED']",2,2,WIN x2 (2 matches),0,10,17315.0
7,20,5,GREEN,"['GREEN', 'GREEN', 'BLUE']",2,2,WIN x2 (2 matches),0,10,17325.0
7,21,5,YELLOW,"['YELLOW', 'BLUE', 'RED']",1,1,WIN x1,0,5,17330.0
7,22,5,RED,"['YELLOW', 'PINK', 'WHITE']",0,0,LOSE,1,-5,17325.0
7,23,15,BLUE,"['WHITE', 'BLUE', 'PINK']",1,1,WIN x1,0,15,17340.0
7,24,5,GREEN,"['BLUE', 'GREEN', 'PINK']",1,1,WIN x1,0,5,17345.0
7,25,5,GREEN,"['RED', 'PINK', 'WHITE']",0,0,LOSE,1,-5,17340.0
7,26,15,PINK,"['RED', 'BLUE', 'GREEN']",0,0,LOSE,2,-15,17325.0
7,27,35,BLUE,"['YELLOW', 'WHITE', 'YELLOW']",0,0,LOSE,3,-35,17290.0
7,28,75,PINK,"['RED', 'BLUE', 'WHITE']",0,0,LOSE,4,-75,17215.0
7,29,155,YELLOW,"['BLUE', 'YELLOW', 'BLUE']",1,1,WIN x1,0,155,17370.0
7,30,5,PINK,"['RED', 'BLUE', 'RED']",0,0,LOSE,1,-5,17365.0
7,31,15,GREEN,"['PINK', 'YELLOW', 'GREEN']",1,1,WIN x1,0,15,17380.0
7,32,5,YELLOW,"['BLUE', 'RED', 'RED']",0,0,LOSE,1,-5,17375.0
7,33,15,RED,"['PINK', 'RED', 'WHITE']",1,1,WIN x1,0,15,17390.0
7,34,5,PINK,"['BLUE', 'YELLOW', 'PINK']",1,1,WIN x1,0,5,17395.0
7,35,5,WHITE,"['WHITE', 'YELLOW', 'WHITE']",2,2,WIN x2 (2 matches),0,10,17405.0
7,36,5,BLUE,"['GREEN', 'WHITE', 'WHITE']",0,0,LOSE,1,-5,17400.0
7,37,15,BLUE,"['YELLOW', 'YELLOW', 'GREEN']",0,0,LOSE,2,-15,17385.0
7,38,35,BLUE,"['RED', 'YELLOW', 'BLUE']",1,1,WIN x1,0,35,17420.0
7,39,5,YELLOW,"['GREEN', 'BLUE', 'BLUE']",0,0,LOSE,1,-5,17415.0
7,40,15,WHITE,"['BLUE', 'YELLOW', 'BLUE']",0,0,LOSE,2,-15,17400.0
7,41,35,BLUE,"['WHITE', 'WHITE', 'PINK']",0,0,LOSE,3,-35,17365.0
7,42,75,GREEN,"['BLUE', 'PINK', 'RED']",0,0,LOSE,4,-75,17290.0
7,43,155,GREEN,"['YELLOW', 'GREEN', 'RED']",1,1,WIN x1,0,155,17445.0
7,44,5,WHITE,"['GREEN', 'RED', 'YELLOW']",0,0,LOSE,1,-5,17440.0
7,45,15,PINK,"['BLUE', 'GREEN', 'BLUE']",0,0,LOSE,2,-15,17425.0
7,46,35,WHITE,"['WHITE', 'WHITE', 'YELLOW']",2,2,WIN x2 (2 matches),0,70,17495.0
7,47,5,BLUE,"['BLUE', 'RED', 'WHITE']",1,1,WIN x1,0,5,17500.0
7,48,5,RED,"['WHITE', 'YELLOW', 'GREEN']",0,0,LOSE,1,-5,17495.0
7,49,15,BLUE,"['GREEN', 'YELLOW', 'PINK']",0,0,LOSE,2,-15,17480.0
7,50,35,YELLOW,"['BLUE', 'RED', 'YELLOW']",1,1,WIN x1,0,35,17515.0
7,51,5,YELLOW,"['BLUE', 'WHITE', 'PINK']",0,0,LOSE,1,-5,17510.0
7,52,15,YELLOW,"['RED', 'WHITE', 'BLUE']",0,0,LOSE,2,-15,17495.0
7,53,35,WHITE,"['GREEN', 'RED', 'WHITE']",1,1,WIN x1,0,35,17530.0
7,54,5,RED,"['GREEN', 'YELLOW', 'RED']",1,1,WIN x1,0,5,17535.0
7,55,5,WHITE,"['YELLOW', 'BLUE', 'RED']",0,0,LOSE,1,-5,17530.0
7,56,15,PINK,"['GREEN', 'BLUE', 'YELLOW']",0,0,LOSE,2,-15,17515.0
7,57,35,PINK,"['YELLOW', 'BLUE', 'GREEN']",0,0,LOSE,3,-35,17480.0
7,58,75,PINK,"['RED', 'GREEN', 'YELLOW']",0,0,LOSE,4,-75,17405.0
7,59,155,GREEN,"['YELLOW', 'PINK', 'WHITE']",0,0,LOSE,5,-155,17250.0
7,60,315,YELLOW,"['RED', 'RED', 'GREEN']",0,0,LOSE,6,-315,16935.0
7,61,635,YELLOW,"['RED', 'GREEN', 'WHITE']",0,0,LOSE,7,-635,16300.0
7,62,1275,RED,"['WHITE', 'GREEN', 'YELLOW']",0,0,LOSE,8,-1275,15025.0
7,63,2555,BLUE,"['PINK', 'BLUE', 'RED']",1,1,WIN x1,0,2555,17580.0
7,64,5,GREEN,"['WHITE', 'BLUE', 'PINK']",0,0,LOSE,1,-5,17575.0
7,65,15,BLUE,"['RED', 'GREEN', 'PINK']",0,0,LOSE,2,-15,17560.0
7,66,35,YELLOW,"['PINK', 'GREEN', 'YELLOW']",1,1,WIN x1,0,35,17595.0
7,67,5,RED,"['RED', 'PINK', 'GREEN']",1,1,WIN x1,0,5,17600.0
7,68,5,WHITE,"['WHITE', 'GREEN', 'WHITE']",2,2,WIN x2 (2 matches),0,10,17610.0
7,69,5,BLUE,"['GREEN', 'WHITE', 'WHITE']",0,0,LOSE,1,-5,17605.0
7,70,15,RED,"['RED', 'YELLOW', 'YELLOW']",1,1,WIN x1,0,15,17620.0
7,71,5,WHITE,"['YELLOW', 'GREEN', 'RED']",0,0,LOSE,1,-5,17615.0
7,72,15,RED,"['WHITE', 'GREEN', 'RED']",1,1,WIN x1,0,15,17630.0
7,73,5,RED,"['BLUE', 'BLUE', 'BLUE']",0,0,LOSE,1,-5,17625.0
7,74,15,PINK,"['RED', 'RED', 'YELLOW']",0,0,LOSE,2,-15,17610.0
7,75,35,WHITE,"['BLUE', 'PINK', 'PINK']",0,0,LOSE,3,-35,17575.0
7,76,75,YELLOW,"['PINK', 'PINK', 'BLUE']",0,0,LOSE,4,-75,17500.0
7,77,155,GREEN,"['WHITE', 'YELLOW', 'PINK']",0,0,LOSE,5,-155,17345.0
7,78,315,BLUE,"['YELLOW', 'RED', 'PINK']",0,0,LOSE,6,-315,17030.0
7,79,635,YELLOW,"['WHITE', 'PINK', 'YELLOW']",1,1,WIN x1,0,635,17665.0
7,80,5,GREEN,"['BLUE', 'PINK', 'YELLOW']",0,0,LOSE,1,-5,17660.0
7,81,15,YELLOW,"['GREEN', 'YELLOW', 'GREEN']",1,1,WIN x1,0,15,17675.0
7,82,5,GREEN,"['GREEN', 'PINK', 'RED']",1,1,WIN x1,0,5,17680.0
7,83,5,GREEN,"['RED', 'BLUE', 'RED']",0,0,LOSE,1,-5,17675.0
7,84,15,YELLOW,"['BLUE', 'YELLOW', 'YELLOW']",2,2,WIN x2 (2 matches),0,30,17705.0
7,85,5,WHITE,"['PINK', 'RED', 'GREEN']",0,0,LOSE,1,-5,17700.0
7,86,15,WHITE,"['YELLOW', 'GREEN', 'WHITE']",1,1,WIN x1,0,15,17715.0
7,87,5,WHITE,"['PINK', 'BLUE', 'BLUE']",0,0,LOSE,1,-5,17710.0
7,88,15,GREEN,"['GREEN', 'BLUE', 'RED']",1,1,WIN x1,0,15,17725.0
7,89,5,GREEN,"['YELLOW', 'WHITE', 'YELLOW']",0,0,LOSE,1,-5,17720.0
7,90,15,BLUE,"['WHITE', 'GREEN', 'YELLOW']",0,0,LOSE,2,-15,17705.0
7,91,35,WHITE,"['PINK', 'YELLOW', 'RED']",0,0,LOSE,3,-35,17670.0
7,92,75,YELLOW,"['BLUE', 'RED', 'RED']",0,0,LOSE,4,-75,17595.0
7,93,155,YELLOW,"['YELLOW', 'GREEN', 'WHITE']",1,1,WIN x1,0,155,17750.0
7,94,5,GREEN,"['BLUE', 'GREEN', 'YELLOW']",1,1,WIN x1,0,5,17755.0
7,95,5,RED,"['WHITE', 'PINK', 'BLUE']",0,0,LOSE,1,-5,17750.0
7,96,15,RED,"['WHITE', 'YELLOW', 'WHITE']",0,0,LOSE,2,-15,17735.0
7,97,35,PINK,"['GREEN', 'YELLOW', 'WHITE']",0,0,LOSE,3,-35,17700.0
7,98,75,PINK,"['WHITE', 'GREEN', 'BLUE']",0,0,LOSE,4,-75,17625.0
7,99,155,YELLOW,"['PINK', 'PINK', 'GREEN']",0,0,LOSE,5,-155,17470.0
7,100,315,GREEN,"['YELLOW', 'PINK', 'BLUE']",0,0,LOSE,6,-315,17155.0
8,1,635,PINK,"['GREEN', 'BLUE', 'WHITE']",0,0,LOSE,7,-635,16520.0
8,2,1275,GREEN,"['GREEN', 'PINK', 'BLUE']",1,1,WIN x1,0,1275,17795.0
8,3,5,RED,"['BLUE', 'BLUE', 'GREEN']",0,0,LOSE,1,-5,17790.0
8,4,15,PINK,"['YELLOW', 'WHITE', 'WHITE']",0,0,LOSE,2,-15,17775.0
8,5,35,PINK,"['PINK', 'YELLOW', 'GREEN']",1,1,WIN x1,0,35,17810.0
8,6,5,BLUE,"['BLUE', 'YELLOW', 'BLUE']",2,2,WIN x2 (2 matches),0,10,17820.0
8,7,5,YELLOW,"['PINK', 'BLUE', 'WHITE']",0,0,LOSE,1,-5,17815.0
8,8,15,YELLOW,"['PINK', 'BLUE', 'PINK']",0,0,LOSE,2,-15,17800.0
8,9,35,GREEN,"['WHITE', 'BLUE', 'PINK']",0,0,LOSE,3,-35,17765.0
8,10,75,BLUE,"['WHITE', 'YELLOW', 'PINK']",0,0,LOSE,4,-75,17690.0
8,11,155,YELLOW,"['BLUE', 'BLUE', 'PINK']",0,0,LOSE,5,-155,17535.0
8,12,315,WHITE,"['WHITE', 'PINK', 'RED']",1,1,WIN x1,0,315,17850.0
8,13,5,PINK,"['GREEN', 'BLUE', 'GREEN']",0,0,LOSE,1,-5,17845.0
8,14,15,PINK,"['GREEN', 'GREEN', 'GREEN']",0,0,LOSE,2,-15,17830.0
8,15,35,YELLOW,"['PINK', 'BLUE', 'RED']",0,0,LOSE,3,-35,17795.0
8,16,75,PINK,"['PINK', 'RED', 'GREEN']",1,1,WIN x1,0,75,17870.0
8,17,5,PINK,"['WHITE', 'BLUE', 'BLUE']",0,0,LOSE,1,-5,17865.0
8,18,15,RED,"['GREEN', 'WHITE', 'WHITE']",0,0,LOSE,2,-15,17850.0
8,19,35,RED,"['GREEN', 'PINK', 'RED']",1,1,WIN x1,0,35,17885.0
8,20,5,WHITE,"['YELLOW', 'PINK', 'YELLOW']",0,0,LOSE,1,-5,17880.0
8,21,15,YELLOW,"['YELLOW', 'PINK', 'YELLOW']",2,2,WIN x2 (2 matches),0,30,17910.0
8,22,5,BLUE,"['GREEN', 'YELLOW', 'YELLOW']",0,0,LOSE,1,-5,17905.0
8,23,15,YELLOW,"['WHITE', 'PINK', 'PINK']",0,0,LOSE,2,-15,17890.0
8,24,35,BLUE,"['RED', 'BLUE', 'BLUE']",2,2,WIN x2 (2 matches),0,70,17960.0
8,25,5,BLUE,"['YELLOW', 'RED', 'YELLOW']",0,0,LOSE,1,-5,17955.0
8,26,15,PINK,"['GREEN', 'WHITE', 'RED']",0,0,LOSE,2,-15,17940.0
8,27,35,RED,"['WHITE', 'WHITE', 'RED']",1,1,WIN x1,0,35,17975.0
8,28,5,RED,"['YELLOW', 'PINK', 'WHITE']",0,0,LOSE,1,-5,17970.0
8,29,15,BLUE,"['PINK', 'GREEN', 'GREEN']",0,0,LOSE,2,-15,17955.0
8,30,35,GREEN,"['GREEN', 'WHITE', 'PINK']",1,1,WIN x1,0,35,17990.0
8,31,5,YELLOW,"['GREEN', 'RED', 'GREEN']",0,0,LOSE,1,-5,17985.0
8,32,15,WHITE,"['PINK', 'YELLOW', 'RED']",0,0,LOSE,2,-15,17970.0
8,33,35,YELLOW,"['BLUE', 'BLUE', 'PINK']",0,0,LOSE,3,-35,17935.0
8,34,75,RED,"['RED', 'BLUE', 'YELLOW']",1,1,WIN x1,0,75,18010.0
8,35,5,BLUE,"['YELLOW', 'WHITE', 'YELLOW']",0,0,LOSE,1,-5,18005.0
8,36,15,RED,"['BLUE', 'YELLOW', 'YELLOW']",0,0,LOSE,2,-15,17990.0
8,37,35,PINK,"['GREEN', 'YELLOW', 'GREEN']",0,0,LOSE,3,-35,17955.0
8,38,75,GREEN,"['YELLOW', 'PINK', 'PINK']",0,0,LOSE,4,-75,17880.0
8,39,155,BLUE,"['GREEN', 'GREEN', 'RED']",0,0,LOSE,5,-155,17725.0
8,40,315,YELLOW,"['YELLOW', 'YELLOW', 'YELLOW']",3,2,WIN x2 (3 matches capped),0,630,18355.0
8,41,5,RED,"['PINK', 'RED', 'PINK']",1,1,WIN x1,0,5,18360.0
8,42,5,BLUE,"['WHITE', 'GREEN', 'RED']",0,0,LOSE,1,-5,18355.0
8,43,15,YELLOW,"['BLUE', 'WHITE', 'YELLOW']",1,1,WIN x1,0,15,18370.0
8,44,5,GREEN,"['GREEN', 'YELLOW', 'WHITE']",1,1,WIN x1,0,5,18375.0
8,45,5,YELLOW,"['WHITE', 'WHITE', 'PINK']",0,0,LOSE,1,-5,18370.0
8,46,15,BLUE,"['RED', 'WHITE', 'GREEN']",0,0,LOSE,2,-15,18355.0
8,47,35,BLUE,"['RED', 'RED', 'GREEN']",0,0,LOSE,3,-35,18320.0
8,48,75,WHITE,"['RED', 'RED', 'YELLOW']",0,0,LOSE,4,-75,18245.0
8,49,155,WHITE,"['RED', 'RED', 'BLUE']",0,0,LOSE,5,-155,18090.0
8,50,315,YELLOW,"['RED', 'WHITE', 'WHITE']",0,0,LOSE,6,-315,17775.0
8,51,635,BLUE,"['PINK', 'BLUE', 'WHITE']",1,1,WIN x1,0,635,18410.0
8,52,5,WHITE,"['WHITE', 'PINK', 'PINK']",1,1,WIN x1,0,5,18415.0
8,53,5,RED,"['RED', 'WHITE', 'RED']",2,2,WIN x2 (2 matches),0,10,18425.0
8,54,5,PINK,"['YELLOW', 'WHITE', 'BLUE']",0,0,LOSE,1,-5,18420.0
8,55,15,GREEN,"['PINK', 'RED', 'PINK']",0,0,LOSE,2,-15,18405.0
8,56,35,GREEN,"['GREEN', 'BLUE', 'BLUE']",1,1,WIN x1,0,35,18440.0
8,57,5,YELLOW,"['PINK', 'WHITE', 'WHITE']",0,0,LOSE,1,-5,18435.0
8,58,15,WHITE,"['GREEN', 'PINK', 'WHITE']",1,1,WIN x1,0,15,18450.0
8,59,5,RED,"['GREEN', 'YELLOW', 'PINK']",0,0,LOSE,1,-5,18445.0
8,60,15,WHITE,"['GREEN', 'GREEN', 'YELLOW']",0,0,LOSE,2,-15,18430.0
8,61,35,GREEN,"['YELLOW', 'WHITE', 'PINK']",0,0,LOSE,3,-35,18395.0
8,62,75,YELLOW,"['WHITE', 'BLUE', 'RED']",0,0,LOSE,4,-75,18320.0
8,63,155,GREEN,"['PINK', 'BLUE', 'YELLOW']",0,0,LOSE,5,-155,18165.0
8,64,315,PINK,"['BLUE', 'GREEN', 'YELLOW']",0,0,LOSE,6,-315,17850.0
8,65,635,YELLOW,"['RED', 'BLUE', 'BLUE']",0,0,LOSE,7,-635,17215.0
8,66,1275,WHITE,"['BLUE', 'WHITE', 'RED']",1,1,WIN x1,0,1275,18490.0
8,67,5,RED,"['BLUE', 'BLUE', 'PINK']",0,0,LOSE,1,-5,18485.0
8,68,15,GREEN,"['GREEN', 'YELLOW', 'PINK']",1,1,WIN x1,0,15,18500.0
8,69,5,WHITE,"['GREEN', 'WHITE', 'YELLOW']",1,1,WIN x1,0,5,18505.0
8,70,5,WHITE,"['PINK', 'RED', 'WHITE']",1,1,WIN x1,0,5,18510.0
8,71,5,BLUE,"['WHITE', 'GREEN', 'WHITE']",0,0,LOSE,1,-5,18505.0
8,72,15,BLUE,"['YELLOW', 'GREEN', 'PINK']",0,0,LOSE,2,-15,18490.0
8,73,35,GREEN,"['GREEN', 'PINK', 'WHITE']",1,1,WIN x1,0,35,18525.0
8,74,5,BLUE,"['GREEN', 'BLUE', 'YELLOW']",1,1,WIN x1,0,5,18530.0
8,75,5,BLUE,"['RED', 'PINK', 'YELLOW']",0,0,LOSE,1,-5,18525.0
8,76,15,PINK,"['PINK', 'BLUE', 'WHITE']",1,1,WIN x1,0,15,18540.0
8,77,5,YELLOW,"['BLUE', 'YELLOW', 'YELLOW']",2,2,WIN x2 (2 matches),0,10,18550.0
8,78,5,GREEN,"['BLUE', 'BLUE', 'PINK']",0,0,LOSE,1,-5,18545.0
8,79,15,GREEN,"['WHITE', 'BLUE', 'BLUE']",0,0,LOSE,2,-15,18530.0
8,80,35,BLUE,"['PINK', 'GREEN', 'BLUE']",1,1,WIN x1,0,35,18565.0
8,81,5,RED,"['RED', 'WHITE', 'WHITE']",1,1,WIN x1,0,5,18570.0
8,82,5,GREEN,"['GREEN', 'WHITE', 'GREEN']",2,2,WIN x2 (2 matches),0,10,18580.0
8,83,5,GREEN,"['GREEN', 'RED', 'WHITE']",1,1,WIN x1,0,5,18585.0
8,84,5,RED,"['RED', 'RED', 'YELLOW']",2,2,WIN x2 (2 matches),0,10,18595.0
8,85,5,GREEN,"['PINK', 'BLUE', 'GREEN']",1,1,WIN x1,0,5,18600.0
8,86,5,GREEN,"['BLUE', 'YELLOW', 'RED']",0,0,LOSE,1,-5,18595.0
8,87,15,GREEN,"['YELLOW', 'PINK', 'PINK']",0,0,LOSE,2,-15,18580.0
8,88,35,YELLOW,"['BLUE', 'YELLOW', 'PINK']",1,1,WIN x1,0,35,18615.0
8,89,5,GREEN,"['BLUE', 'GREEN', 'RED']",1,1,WIN x1,0,5,18620.0
8,90,5,PINK,"['WHITE', 'WHITE', 'WHITE']",0,0,LOSE,1,-5,18615.0
8,91,15,RED,"['YELLOW', 'BLUE', 'RED']",1,1,WIN x1,0,15,18630.0
8,92,5,PINK,"['GREEN', 'YELLOW', 'GREEN']",0,0,LOSE,1,-5,18625.0
8,93,15,PINK,"['YELLOW', 'GREEN', 'PINK']",1,1,WIN x1,0,15,18640.0
8,94,5,BLUE,"['BLUE', 'PINK', 'PINK']",1,1,WIN x1,0,5,18645.0
8,95,5,PINK,"['GREEN', 'BLUE', 'WHITE']",0,0,LOSE,1,-5,18640.0
8,96,15,RED,"['GREEN', 'RED', 'RED']",2,2,WIN x2 (2 matches),0,30,18670.0
8,97,5,GREEN,"['BLUE', 'GREEN', 'GREEN']",2,2,WIN x2 (2 matches),0,10,18680.0
8,98,5,PINK,"['YELLOW', 'YELLOW', 'YELLOW']",0,0,LOSE,1,-5,18675.0
8,99,15,YELLOW,"['YELLOW', 'RED', 'PINK']",1,1,WIN x1,0,15,18690.0
8,100,5,PINK,"['BLUE', 'WHITE', 'WHITE']",0,0,LOSE,1,-5,18685.0
9,1,15,PINK,"['PINK', 'PINK', 'YELLOW']",2,2,WIN x2 (2 matches),0,30,18715.0
9,2,5,YELLOW,"['YELLOW', 'WHITE', 'WHITE']",1,1,WIN x1,0,5,18720.0
9,3,5,RED,"['PINK', 'RED', 'PINK']",1,1,WIN x1,0,5,18725.0
9,4,5,YELLOW,"['WHITE', 'GREEN', 'RED']",0,0,LOSE,1,-5,18720.0
9,5,15,YELLOW,"['PINK', 'RED', 'YELLOW']",1,1,WIN x1,0,15,18735.0
9,6,5,RED,"['PINK', 'GREEN', 'YELLOW']",0,0,LOSE,1,-5,18730.0
9,7,15,BLUE,"['WHITE', 'RED', 'RED']",0,0,LOSE,2,-15,18715.0
9,8,35,BLUE,"['RED', 'WHITE', 'RED']",0,0,LOSE,3,-35,18680.0
9,9,75,YELLOW,"['YELLOW', 'GREEN', 'WHITE']",1,1,WIN x1,0,75,18755.0
9,10,5,PINK,"['RED', 'BLUE', 'RED']",0,0,LOSE,1,-5,18750.0
9,11,15,YELLOW,"['WHITE', 'GREEN', 'RED']",0,0,LOSE,2,-15,18735.0
9,12,35,WHITE,"['BLUE', 'WHITE', 'RED']",1,1,WIN x1,0,35,18770.0
9,13,5,YELLOW,"['WHITE', 'RED', 'BLUE']",0,0,LOSE,1,-5,18765.0
9,14,15,BLUE,"['PINK', 'WHITE', 'PINK']",0,0,LOSE,2,-15,18750.0
9,15,35,PINK,"['GREEN', 'WHITE', 'YELLOW']",0,0,LOSE,3,-35,18715.0
9,16,75,YELLOW,"['BLUE', 'RED', 'GREEN']",0,0,LOSE,4,-75,18640.0
9,17,155,PINK,"['PINK', 'WHITE', 'GREEN']",1,1,WIN x1,0,155,18795.0
9,18,5,GREEN,"['GREEN', 'RED', 'WHITE']",1,1,WIN x1,0,5,18800.0
9,19,5,WHITE,"['PINK', 'PINK', 'RED']",0,0,LOSE,1,-5,18795.0
9,20,15,YELLOW,"['PINK', 'GREEN', 'YELLOW']",1,1,WIN x1,0,15,18810.0
9,21,5,WHITE,"['BLUE', 'YELLOW', 'WHITE']",1,1,WIN x1,0,5,18815.0
9,22,5,GREEN,"['YELLOW', 'RED', 'GREEN']",1,1,WIN x1,0,5,18820.0
9,23,5,YELLOW,"['PINK', 'GREEN', 'PINK']",0,0,LOSE,1,-5,18815.0
9,24,15,YELLOW,"['PINK', 'RED', 'WHITE']",0,0,LOSE,2,-15,18800.0
9,25,35,PINK,"['RED', 'BLUE', 'BLUE']",0,0,LOSE,3,-35,18765.0
9,26,75,BLUE,"['BLUE', 'RED', 'WHITE']",1,1,WIN x1,0,75,18840.0
9,27,5,BLUE,"['YELLOW', 'YELLOW', 'RED']",0,0,LOSE,1,-5,18835.0
9,28,15,YELLOW,"['GREEN', 'YELLOW', 'WHITE']",1,1,WIN x1,0,15,18850.0
9,29,5,GREEN,"['YELLOW', 'PINK', 'YELLOW']",0,0,LOSE,1,-5,18845.0
9,30,15,YELLOW,"['BLUE', 'WHITE', 'WHITE']",0,0,LOSE,2,-15,18830.0
9,31,35,PINK,"['PINK', 'WHITE', 'BLUE']",1,1,WIN x1,0,35,18865.0
9,32,5,PINK,"['PINK', 'WHITE', 'YELLOW']",1,1,WIN x1,0,5,18870.0
9,33,5,GREEN,"['YELLOW', 'RED', 'PINK']",0,0,LOSE,1,-5,18865.0
9,34,15,RED,"['WHITE', 'PINK', 'RED']",1,1,WIN x1,0,15,18880.0
9,35,5,YELLOW,"['GREEN', 'YELLOW', 'BLUE']",1,1,WIN x1,0,5,18885.0
9,36,5,BLUE,"['RED', 'BLUE', 'WHITE']",1,1,WIN x1,0,5,18890.0
9,37,5,PINK,"['GREEN', 'GREEN', 'PINK']",1,1,WIN x1,0,5,18895.0
9,38,5,BLUE,"['WHITE', 'BLUE', 'YELLOW']",1,1,WIN x1,0,5,18900.0
9,39,5,RED,"['YELLOW', 'GREEN', 'WHITE']",0,0,LOSE,1,-5,18895.0
9,40,15,RED,"['GREEN', 'GREEN', 'GREEN']",0,0,LOSE,2,-15,18880.0
9,41,35,WHITE,"['GREEN', 'BLUE', 'RED']",0,0,LOSE,3,-35,18845.0
9,42,75,RED,"['GREEN', 'PINK', 'WHITE']",0,0,LOSE,4,-75,18770.0
9,43,155,PINK,"['RED', 'WHITE', 'YELLOW']",0,0,LOSE,5,-155,18615.0
9,44,315,YELLOW,"['RED', 'YELLOW', 'GREEN']",1,1,WIN x1,0,315,18930.0
9,45,5,WHITE,"['YELLOW', 'RED', 'RED']",0,0,LOSE,1,-5,18925.0
9,46,15,RED,"['GREEN', 'YELLOW', 'WHITE']",0,0,LOSE,2,-15,18910.0
9,47,35,GREEN,"['BLUE', 'YELLOW', 'YELLOW']",0,0,LOSE,3,-35,18875.0
9,48,75,RED,"['BLUE', 'PINK', 'WHITE']",0,0,LOSE,4,-75,18800.0
9,49,155,PINK,"['BLUE', 'PINK', 'PINK']",2,2,WIN x2 (2 matches),0,310,19110.0
9,50,5,YELLOW,"['BLUE', 'GREEN', 'YELLOW']",1,1,WIN x1,0,5,19115.0
9,51,5,YELLOW,"['BLUE', 'PINK', 'PINK']",0,0,LOSE,1,-5,19110.0
9,52,15,WHITE,"['RED', 'BLUE', 'WHITE']",1,1,WIN x1,0,15,19125.0
9,53,5,PINK,"['PINK', 'BLUE', 'RED']",1,1,WIN x1,0,5,19130.0
9,54,5,PINK,"['PINK', 'WHITE', 'RED']",1,1,WIN x1,0,5,19135.0
9,55,5,BLUE,"['PINK', 'YELLOW', 'WHITE']",0,0,LOSE,1,-5,19130.0
9,56,15,RED,"['BLUE', 'WHITE', 'WHITE']",0,0,LOSE,2,-15,19115.0
9,57,35,BLUE,"['RED', 'GREEN', 'BLUE']",1,1,WIN x1,0,35,19150.0
9,58,5,PINK,"['GREEN', 'BLUE', 'YELLOW']",0,0,LOSE,1,-5,19145.0
9,59,15,GREEN,"['PINK', 'RED', 'WHITE']",0,0,LOSE,2,-15,19130.0
9,60,35,PINK,"['PINK', 'WHITE', 'GREEN']",1,1,WIN x1,0,35,19165.0
9,61,5,BLUE,"['WHITE', 'WHITE', 'GREEN']",0,0,LOSE,1,-5,19160.0
9,62,15,PINK,"['WHITE', 'GREEN', 'GREEN']",0,0,LOSE,2,-15,19145.0
9,63,35,GREEN,"['PINK', 'YELLOW', 'PINK']",0,0,LOSE,3,-35,19110.0
9,64,75,RED,"['YELLOW', 'GREEN', 'PINK']",0,0,LOSE,4,-75,19035.0
9,65,155,PINK,"['RED', 'PINK', 'PINK']",2,2,WIN x2 (2 matches),0,310,19345.0
9,66,5,YELLOW,"['PINK', 'BLUE', 'YELLOW']",1,1,WIN x1,0,5,19350.0
9,67,5,GREEN,"['GREEN', 'WHITE', 'RED']",1,1,WIN x1,0,5,19355.0
9,68,5,GREEN,"['PINK', 'PINK', 'PINK']",0,0,LOSE,1,-5,19350.0
9,69,15,YELLOW,"['YELLOW', 'PINK', 'PINK']",1,1,WIN x1,0,15,19365.0
9,70,5,PINK,"['GREEN', 'PINK', 'WHITE']",1,1,WIN x1,0,5,19370.0
9,71,5,BLUE,"['BLUE', 'GREEN', 'WHITE']",1,1,WIN x1,0,5,19375.0
9,72,5,PINK,"['RED', 'YELLOW', 'WHITE']",0,0,LOSE,1,-5,19370.0
9,73,15,BLUE,"['WHITE', 'YELLOW', 'PINK']",0,0,LOSE,2,-15,19355.0
9,74,35,WHITE,"['GREEN', 'BLUE', 'RED']",0,0,LOSE,3,-35,19320.0
9,75,75,RED,"['YELLOW', 'BLUE', 'BLUE']",0,0,LOSE,4,-75,19245.0
